(si_unit)(solid_angle_unit)  (14);;;
;;;
ID;dimensions;prefix;name
22;;;steradian
60;;;steradian
83;;;steradian
432;;;steradian
455;;;steradian
804;;;steradian
827;;;steradian
1176;;;steradian
1199;;;steradian
1548;;;steradian
1571;;;steradian
1920;;;steradian
1943;;;steradian
2292;;;steradian
